date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,Unnamed: 0,sentiment,sentiment_rolling_avg
2022-06-03 00:00:00,AAPL,143.42959594726562,147.97000122070312,144.4600067138672,146.89999389648438,88570300.0,4.0,-2.932397193670795,154.89465713111397,133.3961097756243,44.3335856351571,-44.82980556463868,15.563759751090023,148.62310282389322,157.06927973429362,24.790000915527344,83.42521866736656,557,3.0,3.0
2022-06-04 00:00:00,AAPL,,,,,,,,,,,,,,,,,556,2.0,2.5
2022-06-05 00:00:00,AAPL,,,,,,,,,,,,,,,,,555,3.0,2.6666666666666665
2022-06-06 00:00:00,AAPL,144.17942810058594,148.57000732421875,144.89999389648438,147.02999877929688,71598400.0,0.0,-2.7590284128375515,153.01328495670546,134.17842799495472,44.79165063815749,-35.89795804333958,13.661656854371524,148.11624145507812,156.86953938802085,25.06999969482422,158.8702697515922,554,2.0,2.3333333333333335
2022-06-07 00:00:00,AAPL,146.71495056152344,149.0,144.10000610351562,144.35000610351562,67808200.0,1.0,-2.389492352191525,152.4822766239265,134.37893095663992,46.336338815710654,-25.492797148159774,15.640617350448752,147.6581034342448,156.77428538004557,24.020000457763672,54.24533193751649,553,4.0,3.0
2022-06-08 00:00:00,AAPL,145.97499084472656,149.8699951171875,147.4600067138672,148.5800018310547,53950200.0,2.0,-2.131767241034538,151.21790223945555,134.99708952079834,45.94821652036446,-10.086216284781973,12.63924217843476,147.3749547322591,156.73417994181315,23.959999084472656,95.52529924854846,552,3.0,3.0
2022-06-09 00:00:00,AAPL,140.72637939453125,147.9499969482422,142.52999877929688,147.0800018310547,69473000.0,3.0,-2.324244865174564,151.0651463594821,134.76902417274445,43.287670974001536,-52.326831977293054,24.508001089119084,146.92440439860027,156.5332051595052,26.09000015258789,182.6290852113238,551,3.0,3.3333333333333335
2022-06-10 00:00:00,AAPL,135.29029846191406,140.75999450683594,137.05999755859375,140.27999877929688,91437900.0,4.0,-2.882206783382827,151.43843701640174,133.86001879414516,40.759011056682326,-117.3113073626505,34.98435771069276,146.06048889160155,156.16774368286133,27.75,94.00216253873738,550,2.0,2.6666666666666665
2022-06-11 00:00:00,AAPL,,,,,,,,,,,,,,,,,549,4.0,3.0
2022-06-12 00:00:00,AAPL,,,,,,,,,,,,,,,,,548,4.0,3.3333333333333335
2022-06-13 00:00:00,AAPL,130.11074829101562,135.1999969482422,131.44000244140625,132.8699951171875,122207100.0,0.0,-3.699694262468,152.22600842685458,131.56988085537196,38.53996214294307,-170.59528866340983,43.58302862157262,145.22062021891276,155.69904479980468,34.02000045776367,138.84776737763454,547,1.0,3.0
2022-06-14 00:00:00,AAPL,130.97891235351562,133.88999938964844,131.47999572753906,133.1300048828125,84784300.0,1.0,-4.228758894800052,152.64708742936506,129.88794827620137,39.11472477879019,-159.0565574575508,43.58302862157261,144.3995101928711,155.1896479288737,32.689998626708984,135.91191308943945,546,3.0,2.6666666666666665
2022-06-15 00:00:00,AAPL,133.6130828857422,137.33999633789062,132.16000366210938,134.2899932861328,91533000.0,2.0,-4.38494397573956,152.09155206582764,129.08100957968017,40.85096070773258,-123.96537578435309,31.393227610814805,143.61629333496094,154.70116704305013,29.6200008392334,78.25947520772263,545,3.0,2.3333333333333335
2022-06-16 00:00:00,AAPL,128.31512451171875,132.38999938964844,129.0399932861328,132.0800018310547,108123900.0,3.0,-4.879969490919223,152.79556680068944,127.3154271568301,38.56296703985183,-164.03645124946956,36.59684547333049,142.44171651204428,154.06790568033855,32.95000076293945,163.17934635410998,544,1.0,2.3333333333333335
2022-06-17 00:00:00,AAPL,129.79502868652344,133.0800018310547,129.80999755859375,130.07000732421875,134520300.0,4.0,-5.094142772446844,153.17788767870886,126.36187519970908,39.54146178262194,-141.48216560477604,34.19071507654719,141.62022043863934,153.43648732503254,31.1299991607666,152.81874750474407,543,3.0,2.3333333333333335
2022-06-18 00:00:00,AAPL,,,,,,,,,,,,,,,,,542,4.0,2.6666666666666665
2022-06-20 00:00:00,AAPL,,,,,,,,,,,,,,,,,541,2.0,3.0
2022-06-21 00:00:00,AAPL,134.0471954345703,137.05999755859375,133.32000732421875,133.4199981689453,81000500.0,1.0,-4.864685257874214,153.22116954993768,126.14889880943733,42.27420084887633,-89.89626715021606,21.04399508064309,140.91612803141277,152.81256103515625,30.190000534057617,183.5241317704634,540,3.0,3.0
2022-06-22 00:00:00,AAPL,133.5341796875,137.75999450683594,133.91000366210938,134.7899932861328,73409200.0,2.0,-4.6703971763328695,153.08984184719102,125.51463813327771,42.03705448700767,-81.20047684145406,18.85477799970856,140.3666005452474,152.1694122314453,28.950000762939453,61.39480085878654,539,3.0,2.6666666666666665
2022-06-23 00:00:00,AAPL,136.41500854492188,138.58999633789062,135.6300048828125,136.82000732421875,72433800.0,3.0,-4.23514356055793,153.0434479062377,125.35483700587169,43.86631121886554,-54.38690933940357,16.19120002125177,139.83252919514973,151.55982869466146,29.049999237060547,148.55538972566285,538,2.0,2.6666666666666665
2022-06-24 00:00:00,AAPL,139.759521484375,141.91000366210938,139.77000427246094,139.89999389648438,89116800.0,4.0,-3.579070395643299,153.0991687029924,125.41158721741776,45.91619905910522,-4.5707117178599,6.030934732042854,139.6733601888021,150.95081939697266,27.229999542236328,135.21413101675216,537,5.0,3.3333333333333335
2022-06-25 00:00:00,AAPL,,,,,,,,,,,,,,,,,536,2.0,3.0
2022-06-26 00:00:00,AAPL,,,,,,,,,,,,,,,,,535,3.0,3.3333333333333335
2022-06-27 00:00:00,AAPL,139.759521484375,143.49000549316406,140.97000122070312,142.6999969482422,70207900.0,0.0,-3.024265831728485,152.943532981644,125.35806461357085,45.91619905910522,8.19930694793851,1.5150336747942337,139.64376271565754,150.36134872436523,26.950000762939453,75.11554322417771,534,4.0,3.0
2022-06-28 00:00:00,AAPL,135.5961456298828,143.4199981689453,137.32000732421875,142.1300048828125,67083400.0,1.0,-2.887246474242147,151.82413303520633,125.27383144233272,43.78608955516928,-24.906605823156227,10.887398673173,139.32575378417968,149.7543721516927,28.36000061035156,94.4190686198068,533,1.0,2.6666666666666665
2022-06-29 00:00:00,AAPL,137.36209106445312,140.6699981689453,136.6699981689453,137.4600067138672,66242400.0,2.0,-2.606118891980941,150.76732958140133,125.38252546010256,44.907547580777134,-29.763996968492968,12.473065721364945,139.1182418823242,149.1817537943522,28.15999984741211,105.80582838707409,532,5.0,3.3333333333333335
2022-06-30 00:00:00,AAPL,134.88580322265625,138.3699951171875,133.77000427246094,137.25,98964500.0,3.0,-2.5537015098742586,149.56856460183351,125.39837570578364,43.64451091351256,-61.60811981441965,19.319766266507283,138.70650787353514,148.50005366007488,28.709999084472656,113.3519349718387,531,4.0,3.3333333333333335
2022-07-01 00:00:00,AAPL,137.066162109375,139.0399932861328,135.66000366210938,136.0399932861328,71051600.0,4.0,-2.309599985808888,147.63560768708462,126.1198091830326,45.05216934802178,-36.50697149982678,17.05834115872692,138.64435323079428,147.91018931070963,26.700000762939453,133.5122338567431,530,2.0,3.6666666666666665
2022-07-02 00:00:00,AAPL,,,,,,,,,,,,,,,,,529,3.0,3.0
2022-07-03 00:00:00,AAPL,,,,,,,,,,,,,,,,,528,3.0,2.6666666666666665
